+-------+----------+--------+---------+----------+--------------------+--------------------+---------------+---------------+-------+
|row_num|      date|    time| latitude| longitude|               speed|        acceleration|is_accelerating|is_decelerating|is_stop|
|     17|2009-04-15|13:45:20|26.161403|119.942574| 0.08288231946609557|-0.00165780415225...|          false|          false|   true|
|     18|2009-04-15|13:45:25|26.161401|119.942577|  0.0745932946828104|-0.00894202578669...|          false|          false|   true|
|     19|2009-04-15|13:45:30|  26.1614|119.942578|   0.029883138433783|6.959163650646133...|          false|          false|   true|
|     20|2009-04-15|13:45:35|26.161399|119.942579|0.029883141913366513|-0.00152882759181411|          false|          false|   true|
|     21|2009-04-15|13:45:40|26.161398|119.942579|  0.0222390137004236|0.001528824128020...|          false|          false|   true|
|     22|2009-04-15|13:45:45|26.161397| 119.94258|  0.0298831390106838|-0.00152883214925...|          false|          false|   true|
|     23|2009-04-15|13:45:50|26.161396| 119.94258|0.022238974555338107|-4.55645154709821...|          false|          false|   true|
|     24|2009-04-15|13:45:55|26.161396|119.942581|0.019960751686482675|0.001984477241768231|          false|          false|   true|
|     25|2009-04-15|13:46:00|26.161395|119.942582|0.029883142709854753|-0.00597662489056...|          false|          false|   true|
|     26|2009-04-15|13:46:05|26.161395|119.942582|                 0.0|0.004447792738767348|          false|          false|   true|
|     27|2009-04-15|13:46:10|26.161394|119.942582|0.022238974484605833|7.843173553239072E-9|          false|          false|   true|
|     28|2009-04-15|13:46:15|26.161393|119.942582|  0.0222390137004236|-0.00741300904744...|          false|          false|   true|
|     29|2009-04-15|13:46:18|26.161393|119.942582|                 0.0| 0.03735376510160567|          false|          false|   true|
|     30|2009-04-15|13:46:20|26.161392|119.942583| 0.07470771204220264|-1.26996921321315...|          false|          false|   true|
|     31|2009-04-15|15:17:30|26.161155| 119.94247|0.005240396063239276| 0.23943198792426315|          false|          false|   true|
|     32|2009-04-15|15:17:35|26.161101|119.942473|  1.2023988093288513|-0.17598876474006434|          false|          false|  false|
|     33|2009-04-15|15:17:40|26.161099|119.942489| 0.32245455866301337|0.020111410518565298|          false|          false|  false|
|     34|2009-04-15|15:17:45| 26.16108| 119.94249|  0.4230116726909307|-0.03587755962846707|          false|          false|   true|
|     35|2009-04-15|15:17:50|26.161082|119.942502|  0.2436237875062163| 0.06361116294351242|          false|          false|   true|
|     36|2009-04-15|15:17:55|26.161107|119.942498|  0.5616791967087834|-0.08094633711561441|          false|          false|  false|
|     37|2009-04-15|15:18:00|26.161114|119.942497| 0.15694731474718276|-0.05231580320354...|          false|          false|  false|
|     38|2009-04-15|15:18:03|26.161114|119.942497|                 0.0| 0.15969552078205126|          false|          false|   true|
|     39|2009-04-15|15:18:05|26.161116|119.942503| 0.31939181896558627|-0.02555123661162...|          false|          false|   true|
|     40|2009-04-15|15:18:10|26.161119|119.942512| 0.19163579879410378|-0.06387845080993497|          false|          false|   true|
|     41|2009-04-15|15:18:13|26.161119|119.942512|                 0.0| 0.13006110835979606|          false|          false|   true|
|     42|2009-04-15|15:18:15|26.161122|119.942516|   0.260121623430503|-0.01193135526353...|          false|          false|   true|
|     43|2009-04-15|15:18:20|26.161126|119.942525| 0.20046481066568417|0.013492912104389458|          false|          false|   true|
|     44|2009-04-15|15:18:25|26.161129|119.942538|  0.2679294039227222|   0.126184325096181|          false|          false|   true|
|     45|2009-04-15|15:18:30|26.161162|119.942564|  0.8988502249907917| 0.09136333253027253|          false|          false|  false|
|     46|2009-04-15|15:18:35|26.161222|119.942576|  1.3556671092983066|-0.14562407128961244|          false|          false|  false|
|     47|2009-04-15|15:18:40|26.161243|119.942555|  0.6275463080068536| 0.04665163737805299|          false|          false|  false|
|     48|2009-04-15|15:18:45|26.161255|119.942514|  0.8608041974974544|-0.03311425239701968|          false|          false|  false|
|     49|2009-04-15|15:18:50|26.161265|119.942481|  0.6952328551740237| -0.0368410925474835|          false|          false|  false|
|     50|2009-04-15|15:18:55|26.161257|119.942457|  0.5110272798967191|0.008745774726152013|          false|          false|  false|
|     51|2009-04-15|15:19:00|26.161278|119.942442|  0.5547560977740135|-0.07782338506855753|          false|          false|  false|
|     52|2009-04-15|15:19:05|26.161274|119.942435| 0.16563898362427656|-0.01715919804876968|          false|          false|  false|
|     53|2009-04-15|15:19:10|26.161274|119.942431|  0.0798429517505783|-0.00319290765260...|          false|          false|   true|
|     54|2009-04-15|15:19:15|26.161275|119.942434| 0.06387840373404605|-0.00363609334958...|          false|          false|   true|
|     55|2009-04-15|15:19:20|26.161274|119.942432| 0.04569796016588715|0.010821140552265537|          false|          false|   true|
|     56|2009-04-15|15:19:25|26.161274|119.942427| 0.09980368918033314|-0.03326791650151629|          false|          false|   true|
|     57|2009-04-15|15:19:28|26.161274|119.942427|                 0.0|  0.1768540981707218|          false|          false|   true|
|     58|2009-04-15|15:19:30|26.161275|119.942434| 0.35370905727127844| 0.04109642267572416|          false|          false|   true|
|     59|2009-04-15|15:19:35|  26.1613|119.942437|  0.5591909086641901|-0.06311348163897126|          false|          false|  false|
|     60|2009-04-15|15:19:40|26.161298|119.942449| 0.24362334735001212| 0.16936340184057264|          false|          false|  false|
|     61|2009-04-15|15:19:45|26.161347|119.942451|  1.0904407674446297|-0.17718775585083804|          false|          false|  false|
|     62|2009-04-15|15:19:50|26.161349|119.942461| 0.20450300635740393|-0.06816752429176949|          false|          false|  false|
|     63|2009-04-15|15:19:53|26.161349|119.942461|                 0.0|  0.1596966435159151|          false|          false|   true|
|     64|2009-04-15|15:19:55|26.161351|119.942467|  0.3193926589488865| 0.22001268248877243|           true|          false|   true|
|     65|2009-04-15|15:20:00|26.161408|119.942499|   1.419456605164485|-0.02540960108078...|          false|          false|  false|
|     66|2009-04-15|15:20:05|26.161458|119.942532|   1.292408522140906|-0.15152707028785747|          false|          false|  false|
|     67|2009-04-15|15:20:10|26.161442|119.942512|  0.5347741366719971|-0.09098621593784108|          false|          false|  false|
|     68|2009-04-15|15:20:15|26.161442|119.942516|  0.0798428362415603|0.009582760659633621|          false|          false|  false|
|     69|2009-04-15|15:20:20| 26.16144| 119.94251| 0.12775666278841907|-0.02155920890367513|          false|          false|   true|
|     70|2009-04-15|15:20:25| 26.16144|119.942511|0.019960742154869333|-0.00665356661478...|          false|          false|   true|
|     71|2009-04-15|15:20:28| 26.16144|119.942511|                 0.0| 0.09980398796609198|          false|          false|   true|
|     72|2009-04-15|15:20:30| 26.16144|119.942515| 0.19960758340557117|-0.00399223769225...|          false|          false|   true|
|     73|2009-04-15|15:20:35| 26.16144|119.942524| 0.17964638525876836|-0.01547901824262507|          false|          false|   true|
|     74|2009-04-15|15:20:40|26.161439|119.942529| 0.10225124676129708|-0.00847381325482...|          false|          false|   true|
|     75|2009-04-15|15:20:45|26.161439|119.942532| 0.05988223450692324|-0.00222612706606...|          false|          false|   true|
|     76|2009-04-15|15:20:50|26.161437|119.942533|0.048751593775812736|-2.64687629391251...|          false|          false|   true|
|     77|2009-04-15|15:20:55|26.161435|119.942534| 0.04875159364346886|-6.10738114578132...|          false|          false|   true|
|     78|2009-04-15|15:21:00|26.161434|119.942536| 0.04569790658003837| 0.01641174442853499|          false|          false|   true|
|     79|2009-04-15|15:21:05|26.161436|119.942542| 0.12775666853916945| -0.0425855819196562|          false|          false|   true|
|     80|2009-04-15|15:21:08|26.161436|119.942542|                 0.0| 0.05712207499779148|          false|          false|   true|
|     81|2009-04-15|15:21:10|26.161435|119.942544| 0.11424439215778581| 0.02688052611248621|          false|          false|   true|
|     82|2009-04-15|15:21:15|26.161432|119.942532|  0.2486468682577172|-0.04174506903656...|          false|          false|   true|
|     83|2009-04-15|15:21:20|26.161432| 119.94253|0.039921421797386905|-0.00353648774658...|          false|          false|   true|
|     84|2009-04-15|15:21:25|26.161433| 119.94253|0.022238974484605833| 0.01551290820190264|          false|          false|   true|
|     85|2009-04-15|15:21:30|26.161433|119.942525| 0.09980355312991282|-0.03326787115134877|          false|          false|   true|
|     86|2009-04-15|15:21:33|26.161433|119.942525|                 0.0| 0.10360314998051662|          false|          false|   true|
|     87|2009-04-15|15:21:35|26.161434|119.942529| 0.20720589249241034| 0.13385516804765304|           true|          false|   true|
|     88|2009-04-15|15:21:40| 26.16146|119.942562|  0.8764820574760706|-0.00881932394238...|          false|          false|  false|
|     89|2009-04-15|15:21:45|26.161484|119.942594|  0.8323854163676044|-0.08660498572562476|          false|          false|  false|
|     90|2009-04-15|15:21:50|26.161499|119.942583|  0.3993609853942706|0.001270476523416...|          false|          false|  false|
|     91|2009-04-15|15:21:55|26.161489|119.942566|  0.4057133710936521|-0.04024216694284255|          false|          false|   true|
|     92|2009-04-15|15:22:00|26.161487|119.942556| 0.20450243874810697|0.030990945404052582|          false|          false|   true|
|     93|2009-04-15|15:22:05|26.161501|119.942565|  0.3594569876863311|-0.02670248474019...|          false|          false|   true|
|     94|2009-04-15|15:22:10|26.161511|119.942567| 0.22594449920259918| 0.03497086203787107|          false|          false|   true|
|     95|2009-04-15|15:22:15|26.161529|119.942568|  0.4007988942345988|-0.13359971216298663|          false|          false|   true|
|     96|2009-04-15|15:22:18|26.161529|119.942568|                 0.0|  0.1365817690024509|          false|          false|   true|
|     97|2009-04-15|15:22:20|26.161531|119.942573|  0.2731641170269708| 0.05630978317249335|          false|          false|   true|
|     98|2009-04-15|15:22:25|26.161545| 119.94255|  0.5547127093187668|0.039234126641938705|          false|          false|  false|
|     99|2009-04-15|15:22:30|26.161519|119.942526|  0.7508834377141909| -0.2502946305232344|          false|          false|  false|
|    100|2009-04-15|15:22:33|26.161519|119.942526|                 0.0| 0.15006131283624194|          false|          false|  false|
|    101|2009-04-15|15:22:35|26.161516|119.942521| 0.30012326183946625|-0.01412857763984...|          false|          false|   true|
|    102|2009-04-15|15:22:40|26.161513| 119.94251| 0.22948045482675025|-0.01276833553172...|          false|          false|   true|
|    103|2009-04-15|15:22:45|26.161509|119.942503| 0.16563874619091376|-0.02337742017530...|          false|          false|   true|
|    104|2009-04-15|15:22:50|26.161507|119.942502| 0.04875158859855069|0.003025366565107454|          false|          false|   true|
|    105|2009-04-15|15:22:55|26.161506|119.942505| 0.06387840403954421|-0.02129275621246...|          false|          false|   true|
|    106|2009-04-15|15:22:58|26.161506|119.942505|                 0.0|  0.1768553115870758|          false|          false|   true|
|    107|2009-04-15|15:23:00|26.161507|119.942512| 0.35370992760659137|-0.02593650353455338|          false|          false|   true|
|    108|2009-04-15|15:23:05|26.161509|119.942523| 0.22402734700939497|-0.02822903474325...|          false|          false|   true|
|    109|2009-04-15|15:23:10|26.161508|119.942527| 0.08288210480677757|-0.02762738496770...|          false|          false|   true|
|    110|2009-04-15|15:23:13|26.161508|119.942527|                 0.0| 0.07984822609074484|          false|          false|   true|
|    111|2009-04-15|15:23:15|26.161509| 119.94253|  0.1596961381403941| 0.14925856756844377|          false|          false|   true|
|    112|2009-04-15|15:23:20|26.161499|119.942574|  0.9059893380981232|-0.02143259359035...|          false|          false|  false|
|    113|2009-04-15|15:23:25|26.161464|119.942565|  0.7988263181488191|0.015699270229933164|          false|          false|  false|
|    114|2009-04-15|15:23:30|26.161439|119.942531|  0.8773225790863919|-0.14613776435570341|          false|          false|  false|
|    115|2009-04-15|15:23:35|26.161437|119.942524|  0.1466334027637305|-0.00496437117125...|          false|          false|  false|
|    116|2009-04-15|15:23:40|26.161436|119.942518| 0.12181153486340691|-0.04060386949659885|          false|          false|   true|
|    117|2009-04-15|15:23:43|26.161436|119.942518|                 0.0|                 0.0|          false|          false|   true|
|    118|2009-04-15|15:23:45|26.161436|119.942518|                 0.0|                null|          false|          false|   true|
+-------+----------+--------+---------+----------+--------------------+--------------------+---------------+---------------+-------+
